,council_id,council_name,region_name,spend_year,spend_category,budget_GBP,actual_spend_GBP,variance_GBP,spend_per_capita_GBP,pct_budget_utilised,funding_source
SP-0860,LA098,Swindon Borough Council,South West,2022,Waste Management,1890400,1710200,-180200,7.71,,Local Authority Budget
SP-0861,LA098,Swindon Borough Council,South West,2023,Digital Infrastructure,36452647,40286700,3834053,181.64,110.5,Combined Authority
SP-0862,LA098,Swindon Borough Council,South west,2019,Digital Infrastructure,2541500,,,9.47,82.7,City Deal
SP-0863,LA098,Swindon Borough Council,South West,2019,Energy & Utilities,22629284,21535900,-1093384,97.1,95.2,Private Finance Initiative
SP-0864,LA099,Bath and North East Somerset Council,South West,2020,Roads & Transport,20090937,13062900,-7028037,67.3,65,Private Finance Initiative
SP-0865,LA099,Bath and North East Somerset Council,South West,2020,Housing & Planning,21040615,20037600,-1003015,103.23,95.2,Private Finance Initiative
SP-0866,LA099,Bath and North East Somerset Council,South West,2022,Flood & Drainage,13788397,9146000,-4642397,47.12,66.3,Private Finance Initiative
SP-0867,LA099,Bath and North East Somerset Council,South West,2019,Parks & Green Spaces,11578018,"£15,193,200",,78.28,131.2,Mixed Funding
SP-0868,LA099,Bath and North East Somerset Council,South west,2022,Waste Management,31209351,36920800,5711449,190.22,118.3,EU Structural Funds
SP-0869,LA099,Bath and North East Somerset Council,South West,2023,Digital Infrastructure,38513448,39983800,,206,103.8,Combined Authority
SP-0870,LA099,Bath and North East Somerset Council,SW England,2020,Digital Infrastructure,23789737,"£26,700,400",,137.56,112.2,Combined Authority
SP-0871,LA099,Bath and North East Somerset Council,South West,2022,Energy & Utilities,12783146,"£15,090,200",2307054,77.74,118,Private Finance Initiative
SP-0872,LA100,Wiltshire Council,South West,2022,Roads & Transport,9945492,10542900,,21.2,106,Combined Authority
SP-0873,LA100,Wiltshire Council,South West,2021,Housing & Planning,23775246,21164000,-2611246,42.56,,Combined Authority
SP-0874,LA100,Wiltshire Council,South West,2019,Flood & Drainage,44095878,39683100,-4412778,79.8,90,EU Structural Funds
SP-0875,LA100,Wiltshire Council,South West,2019,Parks & Green Spaces,18070992,12403600,-5667392,24.94,68.6,City Deal
SP-0876,LA100,Wiltshire Council,South West,2019,Waste Management,36314896,,-12096496,48.7,66.7,Combined Authority
SP-0877,LA100,Wiltshire Council,South West ,2022,Digital Infrastructure,"£23,419,353",,-304553,46.48,98.7,Private Finance Initiative
SP-0878,LA100,Wiltshire Council,South West,2021,Energy & Utilities,8998706,7903000,-1095706,15.89,87.8,City Deal
SP-0879,LA101,Dorset Council,South West,2023,Roads & Transport,9151494,10931600,1780106,29.04,119.5,Levelling Up Fund
SP-0880,LA101,Dorset Council,South West,2020,Housing & Planning,16295311,13986100,-2309211,,85.8,City Deal
SP-0881,LA101,Dorset Council,South West,2019,Housing & Planning,41306741,40924600,-382141,108.73,99.1,Private Finance Initiative
SP-0882,LA101,Dorset Council,South West,2022,Flood & Drainage,9669174,6343400,-3325774,16.85,65.6,City Deal
SP-0883,LA101,Dorset Council,South West ,2023,Flood & Drainage,25642185,"£20,537,700",,54.56,80.1,Local Authority Budget
SP-0884,LA101,Dorset Council,SW England,2023,Parks & Green Spaces,15234471,"£14,893,300",-341171,39.57,97.8,Local Authority Budget
SP-0885,LA101,Dorset Council,South West,2022,Parks & Green Spaces,"£16,734,116",12004100,,31.89,71.7,Levelling Up Fund
SP-0886,LA101,Dorset Council,South west,2021,Waste Management,"£28,562,860","£27,593,300",-969560,73.31,96.6,Central Government Grant
SP-0887,LA101,Dorset Council,South west,2021,Digital Infrastructure,10232101,"£8,971,100",,23.83,87.7,EU Structural Funds
SP-0888,LA101,Dorset Council,South West,2019,Energy & Utilities,37675903,46405400,8729497,123.29,123.2,Central Government Grant
SP-0889,LA102,Cornwall Council,South West,2019,Roads & Transport,28709353,25664100,-3045253,45.17,89.4,Mixed Funding
SP-0890,LA102,Cornwall Council,South West,2021,Housing & Planning,"£15,667,262",14745800,-921462,25.95,94.1,City Deal
SP-0891,LA102,Cornwall Council,South West,2021,Flood & Drainage,2616510,2177100,-439410,3.83,83.2,Mixed Funding
SP-0892,LA102,Cornwall Council,South West,2023,Parks & Green Spaces,3239502,2736300,,4.82,84.5,City Deal
SP-0893,LA102,Cornwall Council,SW England,2023,Waste Management,20838664,27384000,6545336,48.19,,Local Authority Budget
SP-0894,LA102,Cornwall Council,South West,2019,Digital Infrastructure,7131135,5425500,-1705635,9.55,,City Deal
SP-0895,LA102,Cornwall Council,South West,2020,Digital Infrastructure,10440660,"£8,939,400",-1501260,15.73,85.6,Private Finance Initiative
SP-0896,LA102,Cornwall Council,South West,2021,Energy & Utilities,9343440,11812600,,20.79,126.4,Local Authority Budget
SP-0897,LA102,Cornwall Council,South West,2020,Energy & Utilities,31491835,36247300,4755465,63.79,115.1,Local Authority Budget
SP-0898,LA103,Torbay Council,SW England,2019,Roads & Transport,30212548,29394500,,218.38,,Combined Authority
SP-0899,LA103,Torbay Council,South West,2022,Housing & Planning,7006568,,727132,57.46,,EU Structural Funds
SP-0900,LA103,Torbay Council,South West ,2021,Flood & Drainage,6829854,7534500,704646,55.98,,Mixed Funding
SP-0901,LA103,Torbay Council,South West,2020,Parks & Green Spaces,24592014,24270300,-321714,180.31,98.7,Mixed Funding
SP-0902,LA103,Torbay Council,South West,2021,Waste Management,"£20,053,090",16722100,,124.24,83.4,Mixed Funding
SP-0903,LA103,Torbay Council,South West,2020,Digital Infrastructure,11003254,"£7,967,200",-3036054,59.19,72.4,Central Government Grant
SP-0904,LA103,Torbay Council,South West ,2021,Energy & Utilities,21103879,,-1214979,147.76,94.2,Local Authority Budget
SP-0905,LA104,Somerset West and Taunton Council,South West,2020,Roads & Transport,19153263,17037600,-2115663,106.48,89,Central Government Grant
SP-0906,LA104,Somerset West and Taunton Council,SW England,2022,Housing & Planning,44405883,45291300,885417,283.07,102,Private Finance Initiative
SP-0907,LA104,Somerset West and Taunton Council,South West,2019,Flood & Drainage,20475903,22937800,2461897,143.36,112,Levelling Up Fund
SP-0908,LA104,Somerset West and Taunton Council,South West,2020,Parks & Green Spaces,44119784,51210200,7090416,320.06,116.1,Combined Authority
SP-0909,LA104,Somerset West and Taunton Council,South West,2023,Waste Management,10281338,,1408862,73.06,113.7,City Deal
SP-0910,LA104,Somerset West and Taunton Council,South West,2019,Digital Infrastructure,38370715,34331400,-4039315,214.57,89.5,Combined Authority
SP-0911,LA104,Somerset West and Taunton Council,South West,2022,Digital Infrastructure,15181552,16566300,1384748,103.54,109.1,EU Structural Funds
SP-0912,LA104,Somerset West and Taunton Council,South West,2022,Energy & Utilities,30500712,37311700,6810988,233.2,122.3,Mixed Funding
SP-0913,LA105,South Gloucestershire Council,South West,2022,Roads & Transport,33984940,22572800,-11412140,79.06,66.4,Central Government Grant
SP-0914,LA105,South Gloucestershire Council,South West,2023,Housing & Planning,39955457,31174700,,109.19,78,EU Structural Funds
SP-0915,LA105,South Gloucestershire Council,South West,2021,Housing & Planning,12383023,14982600,2599577,52.48,121,Mixed Funding
SP-0916,LA105,South Gloucestershire Council,South West,2019,Flood & Drainage,22090568,21593300,-497268,75.63,97.7,Mixed Funding
SP-0917,LA105,South Gloucestershire Council,South West,2022,Parks & Green Spaces,30959758,41405800,10446042,145.03,133.7,Combined Authority
SP-0918,LA105,South Gloucestershire Council,South west,2023,Waste Management,1860100,2019900,159800,,108.6,City Deal
SP-0919,LA105,South Gloucestershire Council,South West,2020,Digital Infrastructure,32599276,40345000,7745724,141.31,123.8,Mixed Funding
SP-0920,LA105,South Gloucestershire Council,South West,2021,Energy & Utilities,43604759,,-1254059,148.34,97.1,Private Finance Initiative
SP-0921,LA106,North Somerset Council,South West,2023,Roads & Transport,"£12,362,313","£15,073,200",2710887,70.77,121.9,Local Authority Budget
SP-0922,LA106,North Somerset Council,South West,2023,Housing & Planning,11756752,15627100,,73.37,,City Deal
SP-0923,LA106,North Somerset Council,SW England,2019,Housing & Planning,4004119,3936000,-68119,,98.3,Local Authority Budget
SP-0924,LA106,North Somerset Council,South West,2022,Flood & Drainage,"£12,926,661",9740900,-3185761,45.73,75.4,Levelling Up Fund
SP-0925,LA106,North Somerset Council,South West,2019,Flood & Drainage,36035513,26393000,-9642513,123.91,73.2,EU Structural Funds
SP-0926,LA106,North Somerset Council,South West,2023,Parks & Green Spaces,34855523,22687500,-12168023,106.51,65.1,Central Government Grant
SP-0927,LA106,North Somerset Council,South West,2022,Waste Management,44042739,48541100,4498361,227.89,110.2,Combined Authority
SP-0928,LA106,North Somerset Council,South West,2023,Digital Infrastructure,21849134,20093200,-1755934,94.33,92,EU Structural Funds
SP-0929,LA106,North Somerset Council,South West,2021,Digital Infrastructure,23022135,20894000,-2128135,98.09,90.8,Local Authority Budget
SP-0930,LA106,North Somerset Council,South West,2021,Energy & Utilities,40539269,36410700,-4128569,170.94,89.8,Local Authority Budget
SP-0931,LA106,North Somerset Council,South West,2019,Energy & Utilities,3090444,"£2,740,400",-350044,12.87,88.7,Combined Authority
SP-0932,LA107,Stroud District Council,South West,2022,Roads & Transport,15292862,13590500,-1702362,114.59,88.9,Combined Authority
SP-0933,LA107,Stroud District Council,South west,2019,Housing & Planning,28462195,,,160.76,67,City Deal
SP-0934,LA107,Stroud District Council,South West,2021,Flood & Drainage,6458160,5813900,-644260,49.02,90,Levelling Up Fund
SP-0935,LA107,Stroud District Council,South West,2019,Parks & Green Spaces,"£16,704,506",13857400,,116.84,83,Levelling Up Fund
SP-0936,LA107,Stroud District Council,South West ,2022,Waste Management,29889306,32897900,3008594,277.39,110.1,Private Finance Initiative
SP-0937,LA107,Stroud District Council,South West,2021,Waste Management,24219314,24170200,-49114,203.8,99.8,EU Structural Funds
SP-0938,LA107,Stroud District Council,South west,2019,Digital Infrastructure,13078780,16444000,3365220,138.65,125.7,Private Finance Initiative
SP-0939,LA107,Stroud District Council,South West,2023,Digital Infrastructure,29867332,27006200,-2861132,227.71,90.4,Levelling Up Fund
SP-0940,LA107,Stroud District Council,South west,2019,Energy & Utilities,39905753,45498000,,383.63,114,Mixed Funding
SP-0941,LA108,Forest of Dean District Council,South West ,2020,Roads & Transport,21599073,22888500,1289427,263.09,106,City Deal
SP-0942,LA108,Forest of Dean District Council,South West,2019,Housing & Planning,23051443,18826600,-4224843,216.4,81.7,EU Structural Funds
SP-0943,LA108,Forest of Dean District Council,South West,2019,Flood & Drainage,"£38,032,345",49221800,11189455,565.77,129.4,Combined Authority
SP-0944,LA108,Forest of Dean District Council,South West,2023,Flood & Drainage,20086642,17091600,-2995042,196.46,85.1,City Deal
SP-0945,LA108,Forest of Dean District Council,South West,2023,Parks & Green Spaces,4891921,"£4,049,400",-842521,46.54,82.8,Private Finance Initiative
SP-0946,LA108,Forest of Dean District Council,South West,2022,Waste Management,11376386,,-3972786,85.1,65.1,Mixed Funding
SP-0947,LA108,Forest of Dean District Council,South West,2020,Digital Infrastructure,30292875,36128300,5835425,415.27,119.3,Private Finance Initiative
SP-0948,LA108,Forest of Dean District Council,South West,2022,Energy & Utilities,9438336,10219900,781564,117.47,108.3,Local Authority Budget
SP-0949,LA109,Birmingham City Council,West Midlands,2022,Roads & Transport,7923863,7543600,-380263,6.61,95.2,Mixed Funding
SP-0950,LA109,Birmingham City Council,West Midlands,2019,Roads & Transport,1319998,1500600,180602,1.31,,Levelling Up Fund
SP-0951,LA109,Birmingham City Council,West Midlands,2022,Housing & Planning,12722385,11648800,-1073585,,91.6,Local Authority Budget
SP-0952,LA109,Birmingham City Council,W Midlands,2019,Housing & Planning,8871080,11832200,2961120,10.36,133.4,Levelling Up Fund
SP-0953,LA109,Birmingham City Council,West Midlands,2023,Flood & Drainage,12489428,14135500,1646072,12.38,113.2,Local Authority Budget
SP-0954,LA109,Birmingham City Council,W Midlands,2020,Flood & Drainage,25966383,33404900,7438517,29.26,128.6,EU Structural Funds
SP-0955,LA109,Birmingham City Council,West Midlands,2019,Parks & Green Spaces,9413596,,8304,8.25,100.1,EU Structural Funds
SP-0956,LA109,Birmingham City Council,West Midlands,2022,Waste Management,1899145,1279600,-619545,1.12,67.4,Combined Authority
SP-0957,LA109,Birmingham City Council,West midlands,2023,Digital Infrastructure,"£19,415,495",14056200,-5359295,12.31,72.4,Private Finance Initiative
SP-0958,LA109,Birmingham City Council,W Midlands,2020,Energy & Utilities,33141465,41171200,8029735,,124.2,Local Authority Budget
SP-0959,LA110,Coventry City Council,West Midlands,2023,Roads & Transport,14048043,"£10,062,400",-3985643,27.08,71.6,Levelling Up Fund
SP-0960,LA110,Coventry City Council,West Midlands,2020,Housing & Planning,32839996,25493400,-7346596,68.62,77.6,Private Finance Initiative
SP-0961,LA110,Coventry City Council,West Midlands,2023,Housing & Planning,38789565,32145600,-6643965,86.52,82.9,Central Government Grant
SP-0962,LA110,Coventry City Council,W Midlands,2021,Flood & Drainage,43302064,31847400,-11454664,85.72,73.5,Private Finance Initiative
SP-0963,LA110,Coventry City Council,West Midlands,2019,Parks & Green Spaces,34695613,38099100,3403487,102.55,109.8,Mixed Funding
SP-0964,LA110,Coventry City Council,West Midlands ,2023,Waste Management,38992092,45475100,6483008,,116.6,Central Government Grant
SP-0965,LA110,Coventry City Council,West Midlands,2022,Digital Infrastructure,23541675,23583700,42025,63.48,,Combined Authority
SP-0966,LA110,Coventry City Council,West Midlands,2021,Energy & Utilities,42423957,,14611843,,134.4,Local Authority Budget
SP-0967,LA110,Coventry City Council,West Midlands,2020,Energy & Utilities,29303131,27394000,-1909131,73.73,93.5,Combined Authority
SP-0968,LA111,Wolverhampton City Council,West Midlands,2020,Roads & Transport,24454999,29394900,4939901,111.47,120.2,EU Structural Funds
SP-0969,LA111,Wolverhampton City Council,West Midlands,2022,Housing & Planning,27881492,"£37,416,500",9535008,141.89,134.2,Levelling Up Fund
SP-0970,LA111,Wolverhampton City Council,West Midlands,2021,Flood & Drainage,12052122,8555600,-3496522,,71,Central Government Grant
SP-0971,LA111,Wolverhampton City Council,West Midlands,2023,Flood & Drainage,34258733,"£36,978,500",2719767,140.23,107.9,Mixed Funding
SP-0972,LA111,Wolverhampton City Council,West Midlands,2023,Parks & Green Spaces,8999344,5888100,-3111244,22.33,65.4,Private Finance Initiative
SP-0973,LA111,Wolverhampton City Council,West Midlands,2020,Waste Management,"£33,837,232",27368300,,103.79,80.9,City Deal
SP-0974,LA111,Wolverhampton City Council,W Midlands,2021,Digital Infrastructure,"£10,875,847",7305000,-3570847,27.7,67.2,Private Finance Initiative
SP-0975,LA111,Wolverhampton City Council,West Midlands,2020,Digital Infrastructure,39351265,26470200,-12881065,100.38,67.3,City Deal
SP-0976,LA111,Wolverhampton City Council,West Midlands,2019,Energy & Utilities,19430670,22505700,3075030,,115.8,EU Structural Funds
SP-0977,LA112,Dudley Metropolitan Borough Council,West Midlands ,2022,Roads & Transport,19013059,,2264041,66.99,,Combined Authority
SP-0978,LA112,Dudley Metropolitan Borough Council,West Midlands,2021,Housing & Planning,44720845,49978500,5257655,157.36,111.8,Local Authority Budget
SP-0979,LA112,Dudley Metropolitan Borough Council,West Midlands,2022,Flood & Drainage,26586155,,-1948955,77.57,92.7,Combined Authority
SP-0980,LA112,Dudley Metropolitan Borough Council,West Midlands,2022,Parks & Green Spaces,19163394,17348300,-1815094,54.62,90.5,City Deal
SP-0981,LA112,Dudley Metropolitan Borough Council,West Midlands ,2020,Waste Management,1785559,"£1,693,800",-91759,5.33,94.9,Central Government Grant
SP-0982,LA112,Dudley Metropolitan Borough Council,West Midlands,2023,Digital Infrastructure,42854812,39669700,,124.9,92.6,City Deal
SP-0983,LA112,Dudley Metropolitan Borough Council,West Midlands,2023,Energy & Utilities,12072769,"£10,939,500",-1133269,34.44,90.6,Private Finance Initiative
SP-0984,LA113,Sandwell Metropolitan Borough Council,West midlands,2022,Roads & Transport,20773704,21806200,1032496,63.84,105,Levelling Up Fund
SP-0985,LA113,Sandwell Metropolitan Borough Council,West Midlands,2019,Housing & Planning,16821703,,5159397,64.35,130.7,Local Authority Budget
SP-0986,LA113,Sandwell Metropolitan Borough Council,West Midlands,2023,Flood & Drainage,"£28,622,049",27104100,-1517949,79.34,94.7,Combined Authority
SP-0987,LA113,Sandwell Metropolitan Borough Council,West Midlands,2021,Flood & Drainage,17253735,"£17,915,900",662165,52.45,103.8,EU Structural Funds
SP-0988,LA113,Sandwell Metropolitan Borough Council,West Midlands,2021,Parks & Green Spaces,21517981,15818500,,46.31,73.5,Combined Authority
SP-0989,LA113,Sandwell Metropolitan Borough Council,West Midlands,2019,Parks & Green Spaces,"£13,836,152",14271700,435548,41.78,103.1,Combined Authority
SP-0990,LA113,Sandwell Metropolitan Borough Council,West Midlands,2023,Waste Management,13954885,17528700,3573815,51.31,125.6,Local Authority Budget
SP-0991,LA113,Sandwell Metropolitan Borough Council,West Midlands,2020,Waste Management,13098215,,-2781015,30.2,78.8,Central Government Grant
SP-0992,LA113,Sandwell Metropolitan Borough Council,W Midlands,2023,Digital Infrastructure,13624098,14148800,524702,41.42,103.9,Levelling Up Fund
SP-0993,LA113,Sandwell Metropolitan Borough Council,West Midlands,2019,digital infrastructure,"£38,794,043","£51,143,400",12349357,149.72,131.8,Private Finance Initiative
SP-0994,LA113,Sandwell Metropolitan Borough Council,West Midlands ,2023,Energy & Utilities,22166018,24856800,2690782,72.77,112.1,Levelling Up Fund
SP-0995,LA113,Sandwell Metropolitan Borough Council,West Midlands,2021,Energy & Utilities,43745765,46538800,2793035,136.24,106.4,Central Government Grant
SP-0996,LA114,Walsall Metropolitan Borough Council,West Midlands,2021,Roads & Transport,"£8,938,828",7676700,-1262128,26.85,85.9,Mixed Funding
SP-0997,LA114,Walsall Metropolitan Borough Council,West Midlands,2023,Housing & Planning,25900591,,743309,93.19,102.9,Central Government Grant
SP-0998,LA114,Walsall Metropolitan Borough Council,West Midlands,2020,Flood & Drainage,11895023,15423300,3528277,53.95,129.7,Central Government Grant
SP-0999,LA114,Walsall Metropolitan Borough Council,West Midlands,2021,Parks & Green Spaces,37521309,48115400,10594091,168.29,,Private Finance Initiative
SP-1000,LA114,Walsall Metropolitan Borough Council,West Midlands,2021,Waste Management,41152708,43063400,1910692,150.62,104.6,Levelling Up Fund
SP-1001,LA114,Walsall Metropolitan Borough Council,W Midlands,2021,Digital Infrastructure,"£41,073,058",41235600,162542,144.23,100.4,Combined Authority
SP-1002,LA114,Walsall Metropolitan Borough Council,West Midlands,2019,Energy & Utilities,"£44,327,761","£38,280,200",-6047561,133.89,86.4,Combined Authority
SP-1003,LA115,Solihull Metropolitan Borough Council,West Midlands,2019,Roads & Transport,36800850,46703100,9902250,216.42,126.9,Combined Authority
SP-1004,LA115,Solihull Metropolitan Borough Council,West Midlands,2020,Housing & Planning,42469556,52351700,9882144,242.59,123.3,Local Authority Budget
SP-1005,LA115,Solihull Metropolitan Borough Council,West Midlands,2021,Flood & Drainage,8327083,8187700,-139383,37.94,98.3,City Deal
SP-1006,LA115,Solihull Metropolitan Borough Council,West Midlands,2022,Parks & Green Spaces,33215390,,-6922790,121.84,79.2,City Deal
SP-1007,LA115,Solihull Metropolitan Borough Council,W Midlands,2021,Waste Management,"£20,635,073",18146100,-2488973,,87.9,Mixed Funding
SP-1008,LA115,Solihull Metropolitan Borough Council,West Midlands,2023,Waste Management,41269533,"£46,196,500",4926967,214.07,111.9,Combined Authority
SP-1009,LA115,Solihull Metropolitan Borough Council,West Midlands,2023,Digital Infrastructure,"£7,770,343","£6,770,800",-999543,31.38,87.1,Levelling Up Fund
SP-1010,LA115,Solihull Metropolitan Borough Council,West Midlands,2023,Energy & Utilities,30769916,20473900,-10296016,94.87,66.5,City Deal
SP-1011,LA115,Solihull Metropolitan Borough Council,West Midlands,2019,Energy & Utilities,31431267,,-1299167,,95.9,Central Government Grant
SP-1012,LA116,Stoke-on-Trent City Council,W Midlands,2023,Roads & Transport,10359606,7554700,-2804906,29.43,72.9,Local Authority Budget
SP-1013,LA116,Stoke-on-Trent City Council,West Midlands,2022,Housing & Planning,"£27,940,117",34780000,6839883,,124.5,Central Government Grant
SP-1014,LA116,Stoke-on-Trent City Council,West midlands,2023,Flood & Drainage,28412099,36808800,8396701,143.39,129.6,Central Government Grant
SP-1015,LA116,Stoke-on-Trent City Council,West Midlands,2022,parks & green spaces,18434062,18024000,-410062,70.21,97.8,Local Authority Budget
SP-1016,LA116,Stoke-on-Trent City Council,West Midlands,2023,Parks & Green Spaces,30307906,33855500,3547594,131.89,111.7,Levelling Up Fund
SP-1017,LA116,Stoke-on-Trent City Council,West Midlands,2023,Waste Management,"£41,074,719",,-2486519,,,Mixed Funding
SP-1018,LA116,Stoke-on-Trent City Council,West Midlands,2019,Digital Infrastructure,11425786,,3347714,57.55,129.3,Private Finance Initiative
SP-1019,LA116,Stoke-on-Trent City Council,West Midlands,2021,Energy & Utilities,32140674,36349700,4209026,,113.1,City Deal
SP-1020,LA117,Telford and Wrekin Council,West Midlands,2019,Roads & Transport,11773642,,-2845142,50.1,75.8,Mixed Funding
SP-1021,LA117,Telford and Wrekin Council,West Midlands,2022,Housing & Planning,2676334,2797100,120766,15.7,104.5,City Deal
SP-1022,LA117,Telford and Wrekin Council,West Midlands,2020,Flood & Drainage,31053652,28784000,-2269652,161.53,92.7,Combined Authority
SP-1023,LA117,Telford and Wrekin Council,W Midlands,2019,Parks & Green Spaces,3733657,3433600,,19.27,92,Combined Authority
SP-1024,LA117,Telford and Wrekin Council,W Midlands,2021,Parks & Green Spaces,41298641,,1739459,241.52,104.2,Combined Authority
SP-1025,LA117,Telford and Wrekin Council,West Midlands,2022,Waste Management,"£30,090,805",37191100,7100295,208.7,,Combined Authority
SP-1026,LA117,Telford and Wrekin Council,West Midlands,2023,Digital Infrastructure,22687120,26123200,3436080,146.59,115.1,EU Structural Funds
SP-1027,LA117,Telford and Wrekin Council,West Midlands,2022,Energy & Utilities,13326377,12667800,,71.09,95.1,Private Finance Initiative
SP-1028,LA118,Worcester City Council,West Midlands,2019,Roads & Transport,41402407,"£27,817,200",,274.87,67.2,Local Authority Budget
SP-1029,LA118,Worcester City Council,West Midlands,2022,Housing & Planning,8174333,5955600,-2218733,58.85,72.9,City Deal
SP-1030,LA118,Worcester City Council,West midlands,2019,Housing & Planning,1836392,1461600,-374792,14.44,,Levelling Up Fund
SP-1031,LA118,Worcester City Council,West Midlands,2022,Flood & Drainage,4409395,4111100,,40.62,93.2,Mixed Funding
SP-1032,LA118,Worcester City Council,West Midlands,2021,Parks & Green Spaces,17010073,"£19,395,700",2385627,191.66,114,Central Government Grant
SP-1033,LA118,Worcester City Council,West Midlands,2022,Waste Management,30948180,"£32,415,400",1467220,320.31,104.7,Private Finance Initiative
SP-1034,LA118,Worcester City Council,West Midlands,2023,Digital Infrastructure,32177146,31316300,-860846,309.45,,Private Finance Initiative
SP-1035,LA118,Worcester City Council,West Midlands,2019,Energy & Utilities,30840647,20619600,-10221047,203.75,66.9,EU Structural Funds
SP-1036,LA119,Herefordshire Council,West Midlands,2023,Roads & Transport,14468601,14126800,-341801,73.04,97.6,Central Government Grant
SP-1037,LA119,Herefordshire Council,West Midlands,2022,Housing & Planning,32396065,22248800,-10147265,115.04,68.7,EU Structural Funds
SP-1038,LA119,Herefordshire Council,West Midlands,2020,Flood & Drainage,23254749,27360200,4105451,,117.7,Central Government Grant
SP-1039,LA119,Herefordshire Council,West Midlands ,2021,Flood & Drainage,"£21,448,803",15864700,-5584103,82.03,74,Local Authority Budget
SP-1040,LA119,Herefordshire Council,West Midlands,2020,Parks & Green Spaces,39730615,"£45,894,700",6164085,237.3,115.5,Mixed Funding
SP-1041,LA119,Herefordshire Council,West Midlands,2023,parks & green spaces,3100332,2987400,-112932,15.45,,Central Government Grant
SP-1042,LA119,Herefordshire Council,West Midlands,2022,Waste Management,23234489,,-4435589,97.2,,EU Structural Funds
SP-1043,LA119,Herefordshire Council,West Midlands,2020,Digital Infrastructure,9395301,6711200,-2684101,34.7,71.4,Levelling Up Fund
SP-1044,LA119,Herefordshire Council,West Midlands,2022,Energy & Utilities,"£24,424,210",,,137.28,108.7,Local Authority Budget
SP-1045,LA120,Shropshire Council,West Midlands,2023,Roads & Transport,15814889,14152300,-1662589,43.73,89.5,Central Government Grant
SP-1046,LA120,Shropshire Council,West Midlands,2023,Housing & Planning,4868809,4029400,-839409,12.45,82.8,Combined Authority
SP-1047,LA120,Shropshire Council,West Midlands,2022,Flood & Drainage,19334401,"£17,540,000",-1794401,54.2,90.7,EU Structural Funds
SP-1048,LA120,Shropshire Council,West Midlands,2020,Parks & Green Spaces,39883350,38002900,-1880450,117.44,95.3,EU Structural Funds
SP-1049,LA120,Shropshire Council,West Midlands,2021,Waste Management,869606,681200,-188406,2.11,78.3,Central Government Grant
SP-1050,LA120,Shropshire Council,West Midlands,2023,Digital Infrastructure,"£13,310,750",13905100,594350,,104.5,Local Authority Budget
SP-1051,LA120,Shropshire Council,West Midlands,2019,Energy & Utilities,24373279,,429221,76.65,,Combined Authority
