spend_id,council_id,council_name,region_name,spend_year,spend_category,budget_GBP,actual_spend_GBP,variance_GBP,pct_budget_utilised,spend_per_capita_GBP,funding_source
SP-0309,LA036,London Borough of Tower Hamlets,London,2020,Roads & Transport,2479088,2913800,434712,117.5,8.97,Combined Authority
SP-0310,LA036,London Borough of Tower Hamlets,London,2019,Roads & Transport,19662874,14450400,-5212474,73.5,44.49,Private Finance Initiative
SP-0311,LA036,London Borough of Tower Hamlets,London,2022,Housing & Planning,8367493,8223700,-143793,98.3,25.32,Central Government Grant
SP-0312,LA036,London Borough of Tower Hamlets,London,2021,Flood & Drainage,34954006,35841200,887194,102.5,110.35,Combined Authority
SP-0313,LA036,London Borough of Tower Hamlets,London,2022,Parks & Green Spaces,25555408,31288700,5733292,122.4,96.33,City Deal
SP-0314,LA036,London Borough of Tower Hamlets,London,2020,Waste Management,34136829,33719700,-417129,98.8,103.82,Local Authority Budget
SP-0317,LA037,London Borough of Newham,London,2021,Roads & Transport,31315461,29065500,-2249961,92.8,75.69,Central Government Grant
SP-0318,LA037,London Borough of Newham,London,2019,Housing & Planning,44196636,45541200,1344564,103,118.6,Combined Authority
SP-0319,LA037,London Borough of Newham,London,2023,Housing & Planning,7809934,6786700,-1023234,86.9,17.67,EU Structural Funds
SP-0320,LA037,London Borough of Newham,London,2019,Flood & Drainage,32107930,31849300,-258630,99.2,82.94,Local Authority Budget
SP-0321,LA037,London Borough of Newham,London,2023,Parks & Green Spaces,17561532,23424600,5863068,133.4,61,Central Government Grant
SP-0322,LA037,London Borough of Newham,London,2020,Waste Management,20494029,16618400,-3875629,81.1,43.28,Mixed Funding
SP-0323,LA037,London Borough of Newham,London,2021,Digital Infrastructure,25571951,34236800,8664849,133.9,89.16,Combined Authority
SP-0324,LA037,London Borough of Newham,London,2020,Digital Infrastructure,25849347,23217100,-2632247,89.8,60.46,Local Authority Budget
SP-0325,LA037,London Borough of Newham,London,2023,Energy & Utilities,29634073,20441900,-9192173,69,53.23,Private Finance Initiative
SP-0326,LA037,London Borough of Newham,London,2019,Energy & Utilities,21823663,24932900,3109237,114.2,64.93,Private Finance Initiative
SP-0327,LA038,London Borough of Islington,London,2021,Roads & Transport,42619508,47876200,5256692,112.3,194.78,Mixed Funding
SP-0328,LA038,London Borough of Islington,London,2023,Housing & Planning,6908926,5755300,-1153626,83.3,23.41,Local Authority Budget
SP-0329,LA038,London Borough of Islington,London,2021,Flood & Drainage,38482308,44234300,5751992,114.9,179.96,Mixed Funding
SP-0330,LA038,London Borough of Islington,London,2019,Parks & Green Spaces,16617382,15306900,-1310482,92.1,62.27,Mixed Funding
SP-0331,LA038,London Borough of Islington,London,2020,Waste Management,12628130,15760000,3131870,124.8,64.12,Combined Authority
SP-0332,LA038,London Borough of Islington,London,2023,Digital Infrastructure,18989973,19183100,193127,101,78.04,Private Finance Initiative
SP-0333,LA038,London Borough of Islington,London,2019,Digital Infrastructure,25631286,25697400,66114,100.3,104.55,Mixed Funding
SP-0334,LA038,London Borough of Islington,London,2019,Energy & Utilities,36996973,26090000,-10906973,70.5,106.14,Combined Authority
SP-0388,LA045,London Borough of Enfield,London,2022,Roads & Transport,36028673,35943200,-85473,99.8,107.66,EU Structural Funds
SP-0389,LA045,London Borough of Enfield,London,2022,Housing & Planning,9828663,7262400,-2566263,73.9,21.75,Private Finance Initiative
SP-0390,LA045,London Borough of Enfield,London,2020,Flood & Drainage,20728718,17335500,-3393218,83.6,51.9,Levelling Up Fund
SP-0391,LA045,London Borough of Enfield,London,2023,Flood & Drainage,16976768,18352900,1376132,108.1,54.97,Central Government Grant
SP-0392,LA045,London Borough of Enfield,London,2022,Parks & Green Spaces,38927268,27674600,-11252668,71.1,82.89,Central Government Grant
SP-0393,LA045,London Borough of Enfield,London,2022,Waste Management,33363427,40469836.95,7106409.95,121.3,121.23,EU Structural Funds
SP-0394,LA045,London Borough of Enfield,London,2021,Digital Infrastructure,12913113,11385700,-1527413,88.2,34.1,Mixed Funding
SP-0395,LA045,London Borough of Enfield,London,2021,Energy & Utilities,26099478,21499800,-4599678,82.4,64.4,Levelling Up Fund
SP-0520,LA060,Redcar and Cleveland Borough Council,North East,2023,Roads & Transport,32317838,27802800,-4515038,86,205.64,Levelling Up Fund
SP-0521,LA060,Redcar and Cleveland Borough Council,North East,2019,Housing & Planning,18310870,16788300,-1522570,91.7,124.17,Mixed Funding
SP-0522,LA060,Redcar and Cleveland Borough Council,North East,2022,Flood & Drainage,9780316,11919900,2139584,121.9,88.16,Private Finance Initiative
SP-0523,LA060,Redcar and Cleveland Borough Council,North East,2023,Parks & Green Spaces,6975032,4834400,-2140632,69.3,35.76,Levelling Up Fund
SP-0524,LA060,Redcar and Cleveland Borough Council,North East,2020,Parks & Green Spaces,3020616,2485900,-534716,82.3,18.39,Combined Authority
SP-0525,LA060,Redcar and Cleveland Borough Council,North East,2022,Waste Management,21361727,28617900,7256173,134,211.67,Private Finance Initiative
SP-0526,LA060,Redcar and Cleveland Borough Council,North East,2021,Digital Infrastructure,13623325,16959700,3336375,124.5,125.44,Local Authority Budget
SP-0527,LA060,Redcar and Cleveland Borough Council,North East,2020,Energy & Utilities,31462684,31818600,355916,101.1,235.34,Mixed Funding
SP-0528,LA060,Redcar and Cleveland Borough Council,North East,2023,Energy & Utilities,14424002,18941000,4516998,131.3,140.1,Private Finance Initiative
SP-0545,LA063,Salford City Council,North West,2020,Roads & Transport,10705975,8383200,-2322775,78.3,32.01,Central Government Grant
SP-0546,LA063,Salford City Council,North West,2022,Roads & Transport,31594434,31797900,203466,100.6,121.41,Mixed Funding
SP-0547,LA063,Salford City Council,North West,2023,Housing & Planning,3514234,3307200,-207034,94.1,12.63,Local Authority Budget
SP-0548,LA063,Salford City Council,North West,2021,Flood & Drainage,12045309,12195400,150091,101.2,46.57,Private Finance Initiative
SP-0549,LA063,Salford City Council,North West,2019,Parks & Green Spaces,35146723,46888500,11741777,133.4,179.03,Central Government Grant
SP-0550,LA063,Salford City Council,North West,2020,Waste Management,7226721,8986600,1759879,124.4,34.31,Private Finance Initiative
SP-0551,LA063,Salford City Council,North West,2021,Waste Management,33601403,27987000,-5614403,83.3,106.86,EU Structural Funds
SP-0552,LA063,Salford City Council,North West,2020,Digital Infrastructure,34627122,25979100,-8648022,75,99.19,Local Authority Budget
SP-0553,LA063,Salford City Council,North West,2019,Digital Infrastructure,18900487,21263300,2362813,112.5,81.19,Levelling Up Fund
SP-0554,LA063,Salford City Council,North West,2022,Energy & Utilities,39104017,25569200,-13534817,65.4,97.63,City Deal
SP-0555,LA064,Oldham Metropolitan Borough Council,North West,2021,Roads & Transport,3450051,4224400,774349,122.4,17.82,Private Finance Initiative
SP-0556,LA064,Oldham Metropolitan Borough Council,North West,2020,Roads & Transport,38942239,52475900,13533661,134.8,221.42,City Deal
SP-0557,LA064,Oldham Metropolitan Borough Council,North West,2023,Housing & Planning,31209387,20964400,-10244987,67.2,88.46,City Deal
SP-0558,LA064,Oldham Metropolitan Borough Council,North West,2021,Flood & Drainage,19535238,20579000,1043762,105.3,86.83,Combined Authority
SP-0559,LA064,Oldham Metropolitan Borough Council,North West,2022,Parks & Green Spaces,5114450,5818600,704150,113.8,24.55,Levelling Up Fund
SP-0560,LA064,Oldham Metropolitan Borough Council,North West,2023,Waste Management,23887570,31397800,7510230,131.4,132.44,Private Finance Initiative
SP-0561,LA064,Oldham Metropolitan Borough Council,North West,2022,Waste Management,39813607,50729300,10915693,127.4,214.05,Private Finance Initiative
SP-0562,LA064,Oldham Metropolitan Borough Council,North West,2019,Digital Infrastructure,35056011,31493000,-3563011,89.8,132.88,Central Government Grant
SP-0563,LA064,Oldham Metropolitan Borough Council,North West,2021,Energy & Utilities,43408414,40499900,-2908514,93.3,170.89,City Deal
SP-0564,LA064,Oldham Metropolitan Borough Council,North West,2019,Energy & Utilities,11453114,12018600,565486,104.9,50.71,Local Authority Budget
SP-0601,LA069,Wigan Metropolitan Borough Council,North West,2020,Roads & Transport,31192386,23998000,-7194386,76.9,73.12,Local Authority Budget
SP-0602,LA069,Wigan Metropolitan Borough Council,North West,2022,Housing & Planning,31827119,26238500,-5588619,82.4,79.95,Levelling Up Fund
SP-0603,LA069,Wigan Metropolitan Borough Council,North West,2021,Flood & Drainage,18591077,22995400,4404323,123.7,70.07,Levelling Up Fund
SP-0604,LA069,Wigan Metropolitan Borough Council,North West,2023,Parks & Green Spaces,7039944,5812700,-1227244,82.6,17.71,Local Authority Budget
SP-0605,LA069,Wigan Metropolitan Borough Council,North West,2021,Waste Management,44954687,38665300,-6289387,86,117.81,EU Structural Funds
SP-0606,LA069,Wigan Metropolitan Borough Council,North West,2022,Waste Management,5054883,6158100,1103217,121.8,18.76,Levelling Up Fund
SP-0607,LA069,Wigan Metropolitan Borough Council,North West,2019,Digital Infrastructure,12151960,11983900,-168060,98.6,36.51,Mixed Funding
SP-0608,LA069,Wigan Metropolitan Borough Council,North West,2021,Energy & Utilities,24054789,29302500,5247711,121.8,89.28,Local Authority Budget
SP-0618,LA071,Bury Metropolitan Borough Council,North West,2023,Roads & Transport,14520030,14788700,268670,101.9,77.67,Mixed Funding
SP-0619,LA071,Bury Metropolitan Borough Council,North West,2023,Housing & Planning,16965641,15109500,-1856141,89.1,79.36,Levelling Up Fund
SP-0620,LA071,Bury Metropolitan Borough Council,North West,2022,Flood & Drainage,26281388,23075800,-3205588,87.8,121.2,Local Authority Budget
SP-0621,LA071,Bury Metropolitan Borough Council,North West,2020,Parks & Green Spaces,22628027,18165500,-4462527,80.3,95.41,Private Finance Initiative
SP-0622,LA071,Bury Metropolitan Borough Council,North West,2019,Waste Management,37518324,32410400,-5107924,86.4,170.22,EU Structural Funds
SP-0623,LA071,Bury Metropolitan Borough Council,North West,2022,Digital Infrastructure,19570955,19681800,110845,100.6,103.37,Combined Authority
SP-0624,LA071,Bury Metropolitan Borough Council,North West,2020,Energy & Utilities,10211378,9724100,-487278,95.2,51.07,Private Finance Initiative
SP-0625,LA072,Preston City Council,North West,2022,Roads & Transport,23912474,31257500,7345026,130.7,220.43,Levelling Up Fund
SP-0626,LA072,Preston City Council,North West,2021,Housing & Planning,16166157,13517700,-2648457,83.6,95.33,Private Finance Initiative
SP-0627,LA072,Preston City Council,North West,2020,Flood & Drainage,36450239,25923300,-10526939,71.1,182.82,Levelling Up Fund
SP-0628,LA072,Preston City Council,North West,2021,Parks & Green Spaces,44541042,57551600,13010558,129.2,405.86,EU Structural Funds
SP-0629,LA072,Preston City Council,North West,2023,Waste Management,37547569,31089600,-6457969,82.8,219.25,Combined Authority
SP-0630,LA072,Preston City Council,North West,2019,digital infrastructure,6756971,8270100,1513129,122.4,58.32,Central Government Grant
SP-0631,LA072,Preston City Council,North West,2020,Energy & Utilities,34683385,29333900,-5349485,84.6,206.87,City Deal
SP-0669,LA077,Brighton and Hove City Council,South East,2023,Roads & Transport,11532404,13623100,2090696,118.1,46.91,Mixed Funding
SP-0670,LA077,Brighton and Hove City Council,South East,2022,Roads & Transport,24528344,22370800,-2157544,91.2,77.04,City Deal
SP-0671,LA077,Brighton and Hove City Council,South East,2021,Housing & Planning,20698837,27748700,7049863,134.1,95.58,Combined Authority
SP-0672,LA077,Brighton and Hove City Council,South East,2022,Flood & Drainage,32178288,31507700,-670588,97.9,108.5,Private Finance Initiative
SP-0673,LA077,Brighton and Hove City Council,South East,2023,Parks & Green Spaces,44909765,39656300,-5253465,88.3,136.56,Mixed Funding
SP-0674,LA077,Brighton and Hove City Council,South East,2019,Parks & Green Spaces,42032264,55574800,13542536,132.2,191.38,City Deal
SP-0675,LA077,Brighton and Hove City Council,South East,2019,Waste Management,16710041,15987900,-722141,95.7,55.06,Levelling Up Fund
SP-0676,LA077,Brighton and Hove City Council,South East,2022,Digital Infrastructure,21587607,27519400,5931793,127.5,94.77,Levelling Up Fund
SP-0677,LA077,Brighton and Hove City Council,South East,2021,Digital Infrastructure,18526907,24048300,5521393,129.8,82.81,Levelling Up Fund
SP-0678,LA077,Brighton and Hove City Council,South East,2020,Energy & Utilities,21147594,24749200,3601606,117,85.23,Combined Authority
SP-0679,LA078,Southampton City Council,South East,2022,Roads & Transport,8739992,10321700,1581708,118.1,40.96,Private Finance Initiative
SP-0680,LA078,Southampton City Council,South East,2023,Roads & Transport,6520840,5809700,-711140,89.1,23.05,Combined Authority
SP-0681,LA078,Southampton City Council,South East,2019,Housing & Planning,40809176,30524400,-10284776,74.8,121.13,EU Structural Funds
SP-0682,LA078,Southampton City Council,South East,2019,Flood & Drainage,41778838,46145900,4367062,110.5,183.12,EU Structural Funds
SP-0683,LA078,Southampton City Council,South East,2022,Parks & Green Spaces,12658313,15152000,2493687,119.7,60.13,Levelling Up Fund
SP-0684,LA078,Southampton City Council,South East,2021,Waste Management,8367540,8426100,58560,100.7,33.44,EU Structural Funds
SP-0685,LA078,Southampton City Council,South East,2022,Digital Infrastructure,35604186,25307200,-10296986,71.1,100.43,Mixed Funding
SP-0686,LA078,Southampton City Council,South East,2021,Digital Infrastructure,10840237,13688200,2847963,126.3,54.32,Private Finance Initiative
SP-0687,LA078,Southampton City Council,South East,2022,Energy & Utilities,20809107,14427600,-6381507,69.3,57.25,Mixed Funding
SP-0688,LA079,Portsmouth City Council,South East,2023,Roads & Transport,10255423,7116300,-3139123,69.4,33.28,Levelling Up Fund
SP-0689,LA079,Portsmouth City Council,South East,2023,Housing & Planning,29664793,27465200,-2199593,92.6,128.46,Local Authority Budget
SP-0690,LA079,Portsmouth City Council,South East,2022,Housing & Planning,42620185,40433300,-2186885,94.9,189.12,Levelling Up Fund
SP-0691,LA079,Portsmouth City Council,South East,2020,Flood & Drainage,23601286,17678000,-5923286,74.9,82.68,EU Structural Funds
SP-0692,LA079,Portsmouth City Council,South East,2019,Parks & Green Spaces,20162632,15086300,-5076332,74.8,70.56,Combined Authority
SP-0693,LA079,Portsmouth City Council,South East,2023,Parks & Green Spaces,17157309,17271900,114591,100.7,80.79,Local Authority Budget
SP-0694,LA079,Portsmouth City Council,South East,2019,Waste Management,40757203,26843900,-13913303,65.9,125.56,Local Authority Budget
SP-0695,LA079,Portsmouth City Council,South East,2023,Waste Management,26882483,32033400,5150917,119.2,149.83,City Deal
SP-0696,LA079,Portsmouth City Council,South East,2021,Digital Infrastructure,20346027,22168000,1821973,109,103.69,EU Structural Funds
SP-0697,LA079,Portsmouth City Council,South East,2023,Energy & Utilities,17271510,22250700,4979190,128.8,104.07,Central Government Grant
SP-0726,LA083,Oxford City Council,South East,2023,Roads & Transport,40119113,49818900,9699787,124.2,326.79,Combined Authority
SP-0727,LA083,Oxford City Council,South East,2019,Roads & Transport,3576296,2860700,-715596,80,18.76,EU Structural Funds
SP-0728,LA083,Oxford City Council,South East,2021,Housing & Planning,7834482,5508100,-2326382,70.3,36.13,Local Authority Budget
SP-0729,LA083,Oxford City Council,South East,2019,Flood & Drainage,13226063,13794783.71,568720.71,104.3,90.51,EU Structural Funds
SP-0730,LA083,Oxford City Council,South East,2019,Parks & Green Spaces,11341185,14927000,3585815,131.6,97.91,Mixed Funding
SP-0731,LA083,Oxford City Council,South East,2023,Waste Management,5054000,5934900,880900,117.4,38.93,Levelling Up Fund
SP-0732,LA083,Oxford City Council,South East,2020,Waste Management,4293844,4010450.3,-283393.7,93.4,26.3,Central Government Grant
SP-0733,LA083,Oxford City Council,South East,2020,Digital Infrastructure,40967270,53579400,12612130,130.8,351.46,EU Structural Funds
SP-0734,LA083,Oxford City Council,South East,2023,Digital Infrastructure,27241191,28048200,807009,103,183.98,Combined Authority
SP-0735,LA083,Oxford City Council,South East,2022,Energy & Utilities,42667359,29749900,-12917459,69.7,195.15,Local Authority Budget
SP-0736,LA084,Canterbury City Council,South East,2020,Roads & Transport,18649049,20449900,1800851,109.7,123.39,EU Structural Funds
SP-0737,LA084,Canterbury City Council,South East,2019,Housing & Planning,43904085,55294800,11390715,125.9,333.5,Private Finance Initiative
SP-0738,LA084,Canterbury City Council,South East,2021,Flood & Drainage,43868905,56924300,13055395,129.8,343.33,Private Finance Initiative
SP-0739,LA084,Canterbury City Council,South East,2020,Parks & Green Spaces,15389684,13335800,-2053884,86.7,80.43,Local Authority Budget
SP-0740,LA084,Canterbury City Council,South East,2020,Waste Management,9651270,6550500,-3100770,67.9,39.51,Levelling Up Fund
SP-0741,LA084,Canterbury City Council,South East,2023,Digital Infrastructure,7699981,8168300,468319,106.1,49.27,Mixed Funding
SP-0742,LA084,Canterbury City Council,South East,2021,Energy & Utilities,22445834,28967200,6521366,129.1,174.71,Combined Authority
SP-0811,LA093,Bristol City Council,South West,2023,Roads & Transport,8563448,7413700,-1149748,86.6,15.87,City Deal
SP-0812,LA093,Bristol City Council,South West,2019,Housing & Planning,11447549,8444400,-3003149,73.8,18.08,Central Government Grant
SP-0813,LA093,Bristol City Council,South West,2023,Flood & Drainage,3177567,2202500,-975067,69.3,4.72,Mixed Funding
SP-0814,LA093,Bristol City Council,South West,2022,Flood & Drainage,7171033,9502200,2331167,132.5,20.34,Private Finance Initiative
SP-0815,LA093,Bristol City Council,South West,2022,Parks & Green Spaces,41248392,37720700,-3527692,91.4,80.76,Combined Authority
SP-0816,LA093,Bristol City Council,South West,2019,Waste Management,25180148,33479300,8299152,133,71.67,City Deal
SP-0817,LA093,Bristol City Council,South West,2022,digital infrastructure,17743110,22058900,4315790,124.3,47.23,Levelling Up Fund
SP-0818,LA093,Bristol City Council,South West,2022,Energy & Utilities,1610072,1999800,389728,124.2,4.28,Local Authority Budget
SP-0819,LA094,Plymouth City Council,South West,2022,Roads & Transport,42629124,33323700,-9305424,78.2,126.13,Levelling Up Fund
SP-0820,LA094,Plymouth City Council,South West,2020,Housing & Planning,43133234,39954000,-3179234,92.6,151.23,Combined Authority
SP-0821,LA094,Plymouth City Council,South West,2019,Flood & Drainage,29128794,31685000,2556206,108.8,119.93,Private Finance Initiative
SP-0822,LA094,Plymouth City Council,South West,2023,Flood & Drainage,2177940,2083200,-94740,95.7,7.88,Private Finance Initiative
SP-0823,LA094,Plymouth City Council,South West,2022,Parks & Green Spaces,25273257,21480800,-3792457,85,81.31,Combined Authority
SP-0824,LA094,Plymouth City Council,South West,2019,Waste Management,32560490,24862700,-7697790,76.4,94.11,City Deal
SP-0825,LA094,Plymouth City Council,South West,2020,Digital Infrastructure,10239633,8336800,-1902833,81.4,31.55,Levelling Up Fund
SP-0826,LA094,Plymouth City Council,South West,2023,DIGITAL INFRASTRUCTURE,19128357,18297000,-831357,95.7,69.25,Levelling Up Fund
SP-0827,LA094,Plymouth City Council,South West,2020,Energy & Utilities,44530924,45400300,869376,102,171.84,Levelling Up Fund
SP-0828,LA094,Plymouth City Council,South West,2019,Energy & Utilities,43735875,50669400,6933525,115.9,NULL,Combined Authority
SP-0879,LA101,Dorset Council,South West,2023,Roads & Transport,9151494,10931600,1780106,119.5,29.04,Levelling Up Fund
SP-0880,LA101,Dorset Council,South West,2020,Housing & Planning,16295311,13986100,-2309211,85.8,37.16,City Deal
SP-0881,LA101,Dorset Council,South West,2019,Housing & Planning,41306741,40924600,-382141,99.1,108.73,Private Finance Initiative
SP-0882,LA101,Dorset Council,South West,2022,Flood & Drainage,9669174,6343400,-3325774,65.6,16.85,City Deal
SP-0883,LA101,Dorset Council,South West,2023,Flood & Drainage,25642185,20537700,-5104485,80.1,54.56,Local Authority Budget
SP-0884,LA101,Dorset Council,South West,2023,Parks & Green Spaces,15234471,14893300,-341171,97.8,39.57,Local Authority Budget
SP-0885,LA101,Dorset Council,South West,2022,Parks & Green Spaces,16734116,12004100,-4730016,71.7,31.89,Levelling Up Fund
SP-0886,LA101,Dorset Council,South West,2021,Waste Management,28562860,27593300,-969560,96.6,73.31,Central Government Grant
SP-0887,LA101,Dorset Council,South West,2021,Digital Infrastructure,10232101,8971100,-1261001,87.7,23.83,EU Structural Funds
SP-0888,LA101,Dorset Council,South West,2019,Energy & Utilities,37675903,46405400,8729497,123.2,123.29,Central Government Grant
SP-0889,LA102,Cornwall Council,South West,2019,Roads & Transport,28709353,25664100,-3045253,89.4,45.17,Mixed Funding
SP-0890,LA102,Cornwall Council,South West,2021,Housing & Planning,15667262,14745800,-921462,94.1,25.95,City Deal
SP-0891,LA102,Cornwall Council,South West,2021,Flood & Drainage,2616510,2177100,-439410,83.2,3.83,Mixed Funding
SP-0892,LA102,Cornwall Council,South West,2023,Parks & Green Spaces,3239502,2736300,-503202,84.5,4.82,City Deal
SP-0893,LA102,Cornwall Council,South West,2023,Waste Management,20838664,27384000,6545336,131.4,48.19,Local Authority Budget
SP-0894,LA102,Cornwall Council,South West,2019,Digital Infrastructure,7131135,5425500,-1705635,76.1,9.55,City Deal
SP-0895,LA102,Cornwall Council,South West,2020,Digital Infrastructure,10440660,8939400,-1501260,85.6,15.73,Private Finance Initiative
SP-0896,LA102,Cornwall Council,South West,2021,Energy & Utilities,9343440,11812600,2469160,126.4,20.79,Local Authority Budget
SP-0897,LA102,Cornwall Council,South West,2020,Energy & Utilities,31491835,36247300,4755465,115.1,63.79,Local Authority Budget
SP-0959,LA110,Coventry City Council,West Midlands,2023,Roads & Transport,14048043,10062400,-3985643,71.6,27.08,Levelling Up Fund
SP-0960,LA110,Coventry City Council,West Midlands,2020,Housing & Planning,32839996,25493400,-7346596,77.6,68.62,Private Finance Initiative
SP-0961,LA110,Coventry City Council,West Midlands,2023,Housing & Planning,38789565,32145600,-6643965,82.9,86.52,Central Government Grant
SP-0962,LA110,Coventry City Council,West Midlands,2021,Flood & Drainage,43302064,31847400,-11454664,73.5,85.72,Private Finance Initiative
SP-0963,LA110,Coventry City Council,West Midlands,2019,Parks & Green Spaces,34695613,38099100,3403487,109.8,102.55,Mixed Funding
SP-0964,LA110,Coventry City Council,West Midlands,2023,Waste Management,38992092,45475100,6483008,116.6,122.4,Central Government Grant
SP-0965,LA110,Coventry City Council,West Midlands,2022,Digital Infrastructure,23541675,23583700,42025,100.2,63.48,Combined Authority
SP-0966,LA110,Coventry City Council,West Midlands,2021,Energy & Utilities,42423957,57035800,14611843,134.4,153.52,Local Authority Budget
SP-0967,LA110,Coventry City Council,West Midlands,2020,Energy & Utilities,29303131,27394000,-1909131,93.5,73.73,Combined Authority
SP-0977,LA112,Dudley Metropolitan Borough Council,West Midlands,2022,Roads & Transport,19013059,21277100,2264041,111.9,66.99,Combined Authority
SP-0978,LA112,Dudley Metropolitan Borough Council,West Midlands,2021,Housing & Planning,44720845,49978500,5257655,111.8,157.36,Local Authority Budget
SP-0979,LA112,Dudley Metropolitan Borough Council,West Midlands,2022,Flood & Drainage,26586155,24637200,-1948955,92.7,77.57,Combined Authority
SP-0980,LA112,Dudley Metropolitan Borough Council,West Midlands,2022,Parks & Green Spaces,19163394,17348300,-1815094,90.5,54.62,City Deal
SP-0981,LA112,Dudley Metropolitan Borough Council,West Midlands,2020,Waste Management,1785559,1693800,-91759,94.9,5.33,Central Government Grant
SP-0982,LA112,Dudley Metropolitan Borough Council,West Midlands,2023,Digital Infrastructure,42854812,39669700,-3185112,92.6,124.9,City Deal
SP-0983,LA112,Dudley Metropolitan Borough Council,West Midlands,2023,Energy & Utilities,12072769,10939500,-1133269,90.6,34.44,Private Finance Initiative
SP-0984,LA113,Sandwell Metropolitan Borough Council,West Midlands,2022,Roads & Transport,20773704,21806200,1032496,105,63.84,Levelling Up Fund
SP-0985,LA113,Sandwell Metropolitan Borough Council,West Midlands,2019,Housing & Planning,16821703,21981100,5159397,130.7,64.35,Local Authority Budget
SP-0986,LA113,Sandwell Metropolitan Borough Council,West Midlands,2023,Flood & Drainage,28622049,27104100,-1517949,94.7,79.34,Combined Authority
SP-0987,LA113,Sandwell Metropolitan Borough Council,West Midlands,2021,Flood & Drainage,17253735,17915900,662165,103.8,52.45,EU Structural Funds
SP-0988,LA113,Sandwell Metropolitan Borough Council,West Midlands,2021,Parks & Green Spaces,21517981,15818500,-5699481,73.5,46.31,Combined Authority
SP-0989,LA113,Sandwell Metropolitan Borough Council,West Midlands,2019,Parks & Green Spaces,13836152,14271700,435548,103.1,41.78,Combined Authority
SP-0990,LA113,Sandwell Metropolitan Borough Council,West Midlands,2023,Waste Management,13954885,17528700,3573815,125.6,51.31,Local Authority Budget
SP-0991,LA113,Sandwell Metropolitan Borough Council,West Midlands,2020,Waste Management,13098215,10317200,-2781015,78.8,30.2,Central Government Grant
SP-0992,LA113,Sandwell Metropolitan Borough Council,West Midlands,2023,Digital Infrastructure,13624098,14148800,524702,103.9,41.42,Levelling Up Fund
SP-0993,LA113,Sandwell Metropolitan Borough Council,West Midlands,2019,digital infrastructure,38794043,51143400,12349357,131.8,149.72,Private Finance Initiative
SP-0994,LA113,Sandwell Metropolitan Borough Council,West Midlands,2023,Energy & Utilities,22166018,24856800,2690782,112.1,72.77,Levelling Up Fund
SP-0995,LA113,Sandwell Metropolitan Borough Council,West Midlands,2021,Energy & Utilities,43745765,46538800,2793035,106.4,136.24,Central Government Grant
